PriceCategory,Prefecture,Municipality,DistrictName,Period,UnitPrice
成約価格情報,福岡県,北九州市小倉北区,日明,2021-2Q,440000.0
成約価格情報,福岡県,北九州市小倉北区,日明,2021-2Q,385000.0
成約価格情報,福岡県,北九州市小倉北区,黒原,2021-2Q,79200.0
成約価格情報,福岡県,北九州市小倉北区,黒原,2021-2Q,742500.0
成約価格情報,福岡県,北九州市小倉北区,香春口,2021-2Q,1164705.8823529412
成約価格情報,福岡県,北九州市小倉北区,香春口,2021-2Q,1007368.4210526316
成約価格情報,福岡県,北九州市小倉北区,金田,2021-2Q,391875.0
成約価格情報,福岡県,北九州市小倉北区,片野新町,2021-2Q,1113750.0
成約価格情報,福岡県,北九州市小倉北区,大畠,2021-2Q,278666.6666666666
成約価格情報,福岡県,北九州市小倉北区,大手町,2021-2Q,1358823.5294117646
成約価格情報,福岡県,北九州市小倉北区,井堀,2021-2Q,518571.4285714285
不動産取引価格情報,福岡県,北九州市小倉北区,三萩野,2021-2Q,467499.99999999994
不動産取引価格情報,福岡県,北九州市小倉北区,東篠崎,2021-2Q,303600.0
不動産取引価格情報,福岡県,北九州市小倉北区,東篠崎,2021-2Q,356400.0
不動産取引価格情報,福岡県,北九州市小倉北区,馬借,2021-2Q,210000.0
不動産取引価格情報,福岡県,北九州市小倉北区,馬借,2021-2Q,1320000.0
不動産取引価格情報,福岡県,北九州市小倉北区,中津口,2021-2Q,90000.0
不動産取引価格情報,福岡県,北九州市小倉北区,昭和町,2021-2Q,660000.0
不動産取引価格情報,福岡県,北九州市小倉北区,金田,2021-2Q,618750.0
不動産取引価格情報,福岡県,北九州市小倉北区,片野新町,2021-2Q,330000.0
不動産取引価格情報,福岡県,北九州市小倉北区,大手町,2021-2Q,232941.17647058822
不動産取引価格情報,福岡県,北九州市小倉北区,大手町,2021-2Q,972631.5789473683
不動産取引価格情報,福岡県,北九州市小倉北区,大手町,2021-2Q,612857.1428571428
不動産取引価格情報,福岡県,北九州市小倉北区,大手町,2021-2Q,1056000.0
不動産取引価格情報,福岡県,北九州市小倉北区,室町,2021-2Q,1613333.3333333333
不動産取引価格情報,福岡県,北九州市小倉北区,香春口,2021-2Q,937894.7368421053
成約価格情報,福岡県,北九州市小倉北区,熊本,2021-2Q,486315.78947368416
成約価格情報,福岡県,北九州市小倉北区,熊本,2021-2Q,701250.0
成約価格情報,福岡県,北九州市小倉北区,片野,2021-2Q,355384.6153846154
成約価格情報,福岡県,北九州市小倉北区,片野,2021-2Q,151800.0
成約価格情報,福岡県,北九州市小倉北区,大田町,2021-2Q,198000.0
成約価格情報,福岡県,北九州市小倉北区,足立,2021-2Q,911428.5714285715
成約価格情報,福岡県,北九州市小倉北区,愛宕,2021-2Q,182769.23076923075
成約価格情報,福岡県,北九州市小倉北区,足原,2021-2Q,776470.5882352941
不動産取引価格情報,福岡県,北九州市小倉北区,都,2021-2Q,434499.99999999994
不動産取引価格情報,福岡県,北九州市小倉北区,砂津,2021-2Q,396000.0
不動産取引価格情報,福岡県,北九州市小倉北区,砂津,2021-2Q,208421.05263157893
不動産取引価格情報,福岡県,北九州市小倉北区,熊本,2021-2Q,366666.6666666666
不動産取引価格情報,福岡県,北九州市小倉北区,熊本,2021-2Q,701250.0
不動産取引価格情報,福岡県,北九州市小倉北区,熊本,2021-2Q,453750.0
不動産取引価格情報,福岡県,北九州市小倉北区,熊本,2021-2Q,543529.4117647059
不動産取引価格情報,福岡県,北九州市小倉北区,木町,2021-2Q,1320000.0
不動産取引価格情報,福岡県,北九州市小倉北区,木町,2021-2Q,1099999.9999999998
不動産取引価格情報,福岡県,北九州市小倉北区,片野,2021-2Q,247500.0
不動産取引価格情報,福岡県,北九州市小倉北区,朝日ケ丘,2021-2Q,306428.5714285714
不動産取引価格情報,福岡県,北九州市小倉北区,片野,2021-2Q,479999.99999999994
成約価格情報,福岡県,北九州市小倉北区,紺屋町,2021-2Q,660000.0
成約価格情報,福岡県,北九州市小倉北区,神岳,2021-2Q,241999.99999999997
成約価格情報,福岡県,北九州市小倉北区,江南町,2021-2Q,707142.8571428572
不動産取引価格情報,福岡県,北九州市小倉北区,白萩町,2021-2Q,660000.0
不動産取引価格情報,福岡県,北九州市小倉北区,黄金,2021-2Q,572000.0
不動産取引価格情報,福岡県,北九州市小倉北区,黄金,2021-2Q,453750.0
不動産取引価格情報,福岡県,北九州市小倉北区,上到津,2021-2Q,549999.9999999999
不動産取引価格情報,福岡県,北九州市小倉北区,上到津,2021-2Q,761538.4615384615
不動産取引価格情報,福岡県,北九州市小倉北区,江南町,2021-2Q,462000.0
成約価格情報,福岡県,北九州市小倉北区,神幸町,2021-2Q,440000.0
成約価格情報,福岡県,北九州市小倉北区,寿山町,2021-2Q,55000.0
成約価格情報,福岡県,北九州市小倉北区,寿山町,2021-2Q,120999.99999999999
成約価格情報,福岡県,北九州市小倉北区,下到津,2021-2Q,539000.0
成約価格情報,福岡県,北九州市小倉北区,下到津,2021-2Q,412500.0
成約価格情報,福岡県,北九州市小倉北区,下到津,2021-2Q,825000.0
成約価格情報,福岡県,北九州市小倉北区,下到津,2021-2Q,445500.0
成約価格情報,福岡県,北九州市小倉北区,下到津,2021-2Q,465882.35294117645
成約価格情報,福岡県,北九州市小倉北区,下到津,2021-2Q,536250.0
成約価格情報,福岡県,北九州市小倉北区,下到津,2021-2Q,330000.0
成約価格情報,福岡県,北九州市小倉北区,下到津,2021-2Q,363000.0
成約価格情報,福岡県,北九州市小倉北区,三郎丸,2021-2Q,160875.0
成約価格情報,福岡県,北九州市小倉北区,金鶏町,2021-2Q,582352.9411764706
成約価格情報,福岡県,北九州市小倉北区,上富野,2021-2Q,396000.0
成約価格情報,福岡県,北九州市小倉北区,赤坂,2021-2Q,307999.99999999994
成約価格情報,福岡県,北九州市小倉北区,赤坂,2021-2Q,119999.99999999999
不動産取引価格情報,福岡県,北九州市小倉北区,若富士町,2021-2Q,291176.4705882353
不動産取引価格情報,福岡県,北九州市小倉北区,原町,2021-2Q,1116923.0769230768
不動産取引価格情報,福岡県,北九州市小倉北区,下到津,2021-2Q,942857.1428571428
不動産取引価格情報,福岡県,北九州市小倉北区,下到津,2021-2Q,588000.0
不動産取引価格情報,福岡県,北九州市小倉北区,下到津,2021-2Q,942857.1428571428
不動産取引価格情報,福岡県,北九州市小倉北区,下到津,2021-2Q,528000.0
不動産取引価格情報,福岡県,北九州市小倉北区,下到津,2021-2Q,414857.14285714284
不動産取引価格情報,福岡県,北九州市小倉北区,下到津,2021-2Q,549999.9999999999
不動産取引価格情報,福岡県,北九州市小倉北区,篠崎,2021-2Q,492461.5384615384
不動産取引価格情報,福岡県,北九州市小倉北区,三郎丸,2021-2Q,153999.99999999997
成約価格情報,福岡県,北九州市小倉南区,徳力新町,2021-2Q,612857.1428571428
成約価格情報,福岡県,北九州市小倉南区,中曽根東,2021-2Q,391875.0
不動産取引価格情報,福岡県,北九州市小倉南区,中曽根東,2021-2Q,418000.0
成約価格情報,福岡県,北九州市小倉南区,守恒,2021-2Q,528000.0
成約価格情報,福岡県,北九州市小倉南区,守恒,2021-2Q,349411.76470588235
成約価格情報,福岡県,北九州市小倉南区,徳力,2021-2Q,704000.0
成約価格情報,福岡県,北九州市小倉南区,徳力,2021-2Q,696666.6666666666
成約価格情報,福岡県,北九州市小倉南区,志徳,2021-2Q,241999.99999999997
不動産取引価格情報,福岡県,北九州市小倉南区,企救丘,2021-2Q,660000.0
不動産取引価格情報,福岡県,北九州市小倉南区,朽網西,2021-2Q,379500.0
不動産取引価格情報,福岡県,北九州市小倉南区,志徳,2021-2Q,241999.99999999997
不動産取引価格情報,福岡県,北九州市小倉南区,徳力,2021-2Q,590526.3157894737
不動産取引価格情報,福岡県,北九州市小倉南区,沼南町,2021-2Q,528000.0
不動産取引価格情報,福岡県,北九州市小倉南区,守恒,2021-2Q,1397647.0588235294
不動産取引価格情報,福岡県,北九州市小倉南区,守恒,2021-2Q,483999.99999999994
不動産取引価格情報,福岡県,北九州市小倉南区,湯川新町,2021-2Q,216857.14285714284
成約価格情報,福岡県,北九州市小倉南区,上葛原,2021-2Q,660000.0
成約価格情報,福岡県,北九州市小倉南区,企救丘,2021-2Q,418000.0
成約価格情報,福岡県,北九州市小倉南区,重住,2021-2Q,355384.6153846154
不動産取引価格情報,福岡県,北九州市小倉南区,星和台,2021-2Q,222000.0
不動産取引価格情報,福岡県,北九州市小倉南区,重住,2021-2Q,660000.0
不動産取引価格情報,福岡県,北九州市小倉南区,葛原本町,2021-2Q,504705.8823529411
不動産取引価格情報,福岡県,北九州市小倉南区,東貫,2021-2Q,990000.0
不動産取引価格情報,福岡県,北九州市小倉南区,東貫,2021-2Q,931764.7058823529
不動産取引価格情報,福岡県,北九州市八幡東区,枝光,2021-2Q,203076.92307692306
不動産取引価格情報,福岡県,北九州市八幡東区,前田,2021-2Q,558461.5384615384
不動産取引価格情報,福岡県,北九州市八幡東区,昭和,2021-2Q,247500.0
不動産取引価格情報,福岡県,北九州市八幡東区,川淵町,2021-2Q,273428.5714285714
不動産取引価格情報,福岡県,北九州市八幡東区,桃園,2021-2Q,612857.1428571428
不動産取引価格情報,福岡県,北九州市八幡東区,高見,2021-2Q,293333.3333333333
不動産取引価格情報,福岡県,北九州市八幡東区,高見,2021-2Q,1136666.6666666665
不動産取引価格情報,福岡県,北九州市八幡東区,中央,2021-2Q,825000.0
成約価格情報,福岡県,北九州市八幡東区,尾倉,2021-2Q,372428.5714285714
成約価格情報,福岡県,北九州市八幡東区,高見,2021-2Q,660000.0
成約価格情報,福岡県,北九州市八幡東区,高見,2021-2Q,783750.0
成約価格情報,福岡県,北九州市八幡東区,高見,2021-2Q,783750.0
成約価格情報,福岡県,北九州市八幡西区,八枝,2021-2Q,504705.8823529411
成約価格情報,福岡県,北九州市八幡西区,浅川学園台,2021-2Q,582352.9411764706
成約価格情報,福岡県,北九州市八幡西区,浅川学園台,2021-2Q,476666.6666666666
成約価格情報,福岡県,北九州市八幡西区,青山,2021-2Q,404250.0
不動産取引価格情報,福岡県,北九州市八幡西区,八枝,2021-2Q,504705.8823529411
不動産取引価格情報,福岡県,北九州市八幡西区,青山,2021-2Q,271333.3333333333
成約価格情報,福岡県,北九州市八幡西区,光貞台,2021-2Q,990000.0
成約価格情報,福岡県,北九州市八幡西区,筒井町,2021-2Q,1393333.3333333333
成約価格情報,福岡県,北九州市八幡西区,筒井町,2021-2Q,396000.0
成約価格情報,福岡県,北九州市八幡西区,幸神,2021-2Q,177692.3076923077
成約価格情報,福岡県,北九州市八幡西区,小鷺田町,2021-2Q,549999.9999999999
成約価格情報,福岡県,北九州市八幡西区,穴生,2021-2Q,259285.71428571426
成約価格情報,福岡県,北九州市八幡西区,穴生,2021-2Q,176000.0
成約価格情報,福岡県,北九州市八幡西区,浅川,2021-2Q,597142.857142857
不動産取引価格情報,福岡県,北九州市八幡西区,御開,2021-2Q,99000.0
不動産取引価格情報,福岡県,北九州市八幡西区,御開,2021-2Q,502615.3846153846
不動産取引価格情報,福岡県,北九州市八幡西区,南王子町,2021-2Q,776470.5882352941
不動産取引価格情報,福岡県,北九州市八幡西区,友田,2021-2Q,618750.0
不動産取引価格情報,福岡県,北九州市八幡西区,鉄王,2021-2Q,660000.0
不動産取引価格情報,福岡県,北九州市八幡西区,里中,2021-2Q,612857.1428571428
不動産取引価格情報,福岡県,北九州市八幡西区,幸神,2021-2Q,111375.0
不動産取引価格情報,福岡県,北九州市八幡西区,穴生,2021-2Q,1066153.846153846
不動産取引価格情報,福岡県,北九州市八幡西区,浅川,2021-2Q,660000.0
成約価格情報,福岡県,北九州市八幡西区,西鳴水,2021-2Q,543529.4117647059
成約価格情報,福岡県,北九州市八幡西区,光明,2021-2Q,319000.0
成約価格情報,福岡県,北九州市八幡西区,京良城町,2021-2Q,245520.0
成約価格情報,福岡県,北九州市八幡西区,沖田,2021-2Q,462000.0
不動産取引価格情報,福岡県,北九州市八幡西区,山寺町,2021-2Q,434499.99999999994
不動産取引価格情報,福岡県,北九州市八幡西区,京良城町,2021-2Q,255750.0
不動産取引価格情報,福岡県,北九州市八幡西区,沖田,2021-2Q,462000.0
不動産取引価格情報,福岡県,北九州市八幡西区,岡田町,2021-2Q,848571.4285714285
不動産取引価格情報,福岡県,北九州市八幡西区,浅川日の峯,2021-2Q,605000.0
不動産取引価格情報,福岡県,北九州市八幡西区,藤田,2021-2Q,404250.0
成約価格情報,福岡県,北九州市八幡西区,美原町,2021-2Q,990000.0
成約価格情報,福岡県,北九州市八幡西区,東鳴水,2021-2Q,304615.3846153846
成約価格情報,福岡県,北九州市八幡西区,西王子町,2021-2Q,704000.0
成約価格情報,福岡県,北九州市八幡西区,鷹の巣,2021-2Q,220000.0
成約価格情報,福岡県,北九州市八幡西区,鷹の巣,2021-2Q,267142.8571428571
成約価格情報,福岡県,北九州市八幡西区,鷹の巣,2021-2Q,235125.0
成約価格情報,福岡県,北九州市八幡西区,鷹の巣,2021-2Q,770000.0
成約価格情報,福岡県,北九州市八幡西区,紅梅,2021-2Q,126500.0
成約価格情報,福岡県,北九州市八幡西区,紅梅,2021-2Q,153999.99999999997
成約価格情報,福岡県,北九州市八幡西区,皇后崎町,2021-2Q,218307.6923076923
成約価格情報,福岡県,北九州市八幡西区,皇后崎町,2021-2Q,396000.0
成約価格情報,福岡県,北九州市八幡西区,黒崎,2021-2Q,290400.0
成約価格情報,福岡県,北九州市八幡西区,黒崎,2021-2Q,400714.28571428574
成約価格情報,福岡県,北九州市八幡西区,黒崎,2021-2Q,264000.0
成約価格情報,福岡県,北九州市八幡西区,熊西,2021-2Q,165000.0
成約価格情報,福岡県,北九州市八幡西区,折尾,2021-2Q,445500.0
不動産取引価格情報,福岡県,北九州市八幡西区,若葉,2021-2Q,137076.92307692306
不動産取引価格情報,福岡県,北九州市八幡西区,若葉,2021-2Q,492461.5384615384
不動産取引価格情報,福岡県,北九州市八幡西区,力丸町,2021-2Q,187846.15384615384
不動産取引価格情報,福岡県,北九州市八幡西区,美原町,2021-2Q,892941.1764705882
不動産取引価格情報,福岡県,北九州市八幡西区,西王子町,2021-2Q,754285.7142857143
不動産取引価格情報,福岡県,北九州市八幡西区,南鷹見町,2021-2Q,660000.0
不動産取引価格情報,福岡県,北九州市八幡西区,紅梅,2021-2Q,88000.0
不動産取引価格情報,福岡県,北九州市八幡西区,紅梅,2021-2Q,165000.0
不動産取引価格情報,福岡県,北九州市八幡西区,皇后崎町,2021-2Q,218307.6923076923
不動産取引価格情報,福岡県,北九州市八幡西区,黒崎,2021-2Q,431538.4615384615
不動産取引価格情報,福岡県,北九州市八幡西区,熊西,2021-2Q,286000.0
不動産取引価格情報,福岡県,北九州市八幡西区,熊手,2021-2Q,297000.0
不動産取引価格情報,福岡県,北九州市八幡西区,折尾,2021-2Q,1188000.0
不動産取引価格情報,福岡県,北九州市八幡西区,折尾,2021-2Q,471428.5714285714
不動産取引価格情報,福岡県,北九州市八幡西区,折尾,2021-2Q,155294.1176470588
不動産取引価格情報,福岡県,福岡市東区,香住ヶ丘,2021-2Q,1181052.6315789474
不動産取引価格情報,福岡県,福岡市東区,馬出,2021-2Q,1869999.9999999998
不動産取引価格情報,福岡県,福岡市東区,馬出,2021-2Q,1869999.9999999998
不動産取引価格情報,福岡県,福岡市東区,馬出,2021-2Q,752400.0
不動産取引価格情報,福岡県,福岡市東区,馬出,2021-2Q,959999.9999999999
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,660000.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,1584000.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,825000.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,1980000.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,565714.2857142857
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,2145000.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,1848000.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,247500.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,767250.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,825000.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,1815000.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,924000.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,1760000.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,1508571.4285714286
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,770000.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,899999.9999999999
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,1218461.5384615385
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,707142.8571428572
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,704000.0
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,754285.7142857143
不動産取引価格情報,福岡県,福岡市東区,箱崎,2021-2Q,1056000.0
不動産取引価格情報,福岡県,福岡市東区,大字名子,2021-2Q,761538.4615384615
不動産取引価格情報,福岡県,福岡市東区,香椎浜,2021-2Q,1452000.0
不動産取引価格情報,福岡県,福岡市東区,香椎浜,2021-2Q,504705.8823529411
不動産取引価格情報,福岡県,福岡市東区,香椎浜,2021-2Q,729473.6842105263
不動産取引価格情報,福岡県,福岡市東区,香椎浜,2021-2Q,698823.5294117647
不動産取引価格情報,福岡県,福岡市東区,香椎浜,2021-2Q,1320000.0
不動産取引価格情報,福岡県,福岡市東区,香椎浜,2021-2Q,1231999.9999999998
不動産取引価格情報,福岡県,福岡市東区,香椎駅東,2021-2Q,483999.99999999994
成約価格情報,福岡県,福岡市東区,和白東,2021-2Q,609230.7692307692
成約価格情報,福岡県,福岡市東区,和白東,2021-2Q,497538.46153846156
成約価格情報,福岡県,福岡市東区,和白東,2021-2Q,880000.0
成約価格情報,福岡県,福岡市東区,和白東,2021-2Q,931764.7058823529
成約価格情報,福岡県,福岡市東区,和白東,2021-2Q,586666.6666666666
成約価格情報,福岡県,福岡市東区,和白,2021-2Q,720000.0
成約価格情報,福岡県,福岡市東区,和白,2021-2Q,783750.0
成約価格情報,福岡県,福岡市東区,和白,2021-2Q,783750.0
成約価格情報,福岡県,福岡市東区,和白,2021-2Q,892941.1764705882
成約価格情報,福岡県,福岡市東区,和白,2021-2Q,286000.0
成約価格情報,福岡県,福岡市東区,和白,2021-2Q,764210.5263157894
成約価格情報,福岡県,福岡市東区,三苫,2021-2Q,590526.3157894737
成約価格情報,福岡県,福岡市東区,松田,2021-2Q,990000.0
成約価格情報,福岡県,福岡市東区,松田,2021-2Q,972631.5789473683
成約価格情報,福岡県,福岡市東区,松田,2021-2Q,600000.0
成約価格情報,福岡県,福岡市東区,松田,2021-2Q,615999.9999999999
成約価格情報,福岡県,福岡市東区,松田,2021-2Q,868421.0526315788
成約価格情報,福岡県,福岡市東区,筥松,2021-2Q,990000.0
成約価格情報,福岡県,福岡市東区,名島,2021-2Q,451578.947368421
成約価格情報,福岡県,福岡市東区,名島,2021-2Q,737647.0588235294
成約価格情報,福岡県,福岡市東区,和白東,2021-2Q,582352.9411764706
成約価格情報,福岡県,福岡市東区,名島,2021-2Q,389400.0
成約価格情報,福岡県,福岡市東区,多々良,2021-2Q,776470.5882352941
成約価格情報,福岡県,福岡市東区,塩浜,2021-2Q,694736.8421052631
成約価格情報,福岡県,福岡市東区,西戸崎,2021-2Q,210000.0
成約価格情報,福岡県,福岡市東区,西戸崎,2021-2Q,990000.0
成約価格情報,福岡県,福岡市東区,西戸崎,2021-2Q,707142.8571428572
成約価格情報,福岡県,福岡市東区,西戸崎,2021-2Q,536250.0
成約価格情報,福岡県,福岡市東区,西戸崎,2021-2Q,577500.0
成約価格情報,福岡県,福岡市東区,西戸崎,2021-2Q,1225714.2857142857
成約価格情報,福岡県,福岡市東区,西戸崎,2021-2Q,231000.0
成約価格情報,福岡県,福岡市東区,大字上和白,2021-2Q,467499.99999999994
成約価格情報,福岡県,福岡市東区,香椎駅前,2021-2Q,1196250.0
成約価格情報,福岡県,福岡市東区,香椎駅前,2021-2Q,1466666.6666666665
不動産取引価格情報,福岡県,福岡市東区,和白東,2021-2Q,990000.0
不動産取引価格情報,福岡県,福岡市東区,和白東,2021-2Q,990000.0
不動産取引価格情報,福岡県,福岡市東区,和白東,2021-2Q,959999.9999999999
不動産取引価格情報,福岡県,福岡市東区,和白東,2021-2Q,572000.0
不動産取引価格情報,福岡県,福岡市東区,和白東,2021-2Q,504705.8823529411
不動産取引価格情報,福岡県,福岡市東区,和白東,2021-2Q,660000.0
不動産取引価格情報,福岡県,福岡市東区,和白,2021-2Q,660000.0
不動産取引価格情報,福岡県,福岡市東区,和白,2021-2Q,806666.6666666666
不動産取引価格情報,福岡県,福岡市東区,松田,2021-2Q,449999.99999999994
不動産取引価格情報,福岡県,福岡市東区,松田,2021-2Q,754285.7142857143
不動産取引価格情報,福岡県,福岡市東区,松田,2021-2Q,660000.0
不動産取引価格情報,福岡県,福岡市東区,松田,2021-2Q,660000.0
不動産取引価格情報,福岡県,福岡市東区,筥松,2021-2Q,1540000.0
不動産取引価格情報,福岡県,福岡市東区,名島,2021-2Q,582352.9411764706
不動産取引価格情報,福岡県,福岡市東区,社領,2021-2Q,528000.0
不動産取引価格情報,福岡県,福岡市東区,社領,2021-2Q,633600.0
不動産取引価格情報,福岡県,福岡市東区,下原,2021-2Q,549999.9999999999
不動産取引価格情報,福岡県,福岡市東区,下原,2021-2Q,577500.0
不動産取引価格情報,福岡県,福岡市東区,西戸崎,2021-2Q,572000.0
不動産取引価格情報,福岡県,福岡市東区,香椎駅前,2021-2Q,1283333.3333333333
不動産取引価格情報,福岡県,福岡市東区,西戸崎,2021-2Q,615999.9999999999
成約価格情報,福岡県,福岡市東区,御島崎,2021-2Q,363000.0
成約価格情報,福岡県,福岡市東区,松島,2021-2Q,990000.0
成約価格情報,福岡県,福岡市東区,松島,2021-2Q,792000.0
成約価格情報,福岡県,福岡市東区,二又瀬新町,2021-2Q,297000.0
成約価格情報,福岡県,福岡市東区,原田,2021-2Q,586666.6666666666
成約価格情報,福岡県,福岡市東区,原田,2021-2Q,660000.0
成約価格情報,福岡県,福岡市東区,原田,2021-2Q,369600.0
成約価格情報,福岡県,福岡市東区,原田,2021-2Q,1072500.0
成約価格情報,福岡県,福岡市東区,奈多団地,2021-2Q,252352.94117647054
成約価格情報,福岡県,福岡市東区,松崎,2021-2Q,801428.5714285715
不動産取引価格情報,福岡県,福岡市東区,松島,2021-2Q,848571.4285714285
不動産取引価格情報,福岡県,福岡市東区,松崎,2021-2Q,609230.7692307692
不動産取引価格情報,福岡県,福岡市東区,松崎,2021-2Q,1508571.4285714286
不動産取引価格情報,福岡県,福岡市東区,松崎,2021-2Q,863076.923076923
不動産取引価格情報,福岡県,福岡市東区,松崎,2021-2Q,779999.9999999999
不動産取引価格情報,福岡県,福岡市東区,松崎,2021-2Q,1361250.0
不動産取引価格情報,福岡県,福岡市東区,原田,2021-2Q,1196250.0
不動産取引価格情報,福岡県,福岡市東区,原田,2021-2Q,1084285.7142857143
不動産取引価格情報,福岡県,福岡市東区,原田,2021-2Q,825000.0
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1393333.3333333333
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1181052.6315789474
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,892941.1764705882
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1203529.411764706
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,967999.9999999999
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1551000.0
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1048235.294117647
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1113750.0
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1009411.7647058822
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1164705.8823529412
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1087058.8235294118
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1281176.4705882352
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1155000.0
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1210000.0
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1272857.142857143
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1354736.8421052631
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1135200.0
成約価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1393333.3333333333
成約価格情報,福岡県,福岡市東区,和白丘,2021-2Q,825000.0
成約価格情報,福岡県,福岡市東区,和白丘,2021-2Q,836000.0
成約価格情報,福岡県,福岡市東区,若宮,2021-2Q,783750.0
成約価格情報,福岡県,福岡市東区,若宮,2021-2Q,792000.0
成約価格情報,福岡県,福岡市東区,美和台,2021-2Q,880000.0
成約価格情報,福岡県,福岡市東区,水谷,2021-2Q,1796666.6666666667
成約価格情報,福岡県,福岡市東区,東浜,2021-2Q,1146315.789473684
成約価格情報,福岡県,福岡市東区,奈多,2021-2Q,482307.6923076923
成約価格情報,福岡県,福岡市東区,奈多,2021-2Q,609230.7692307692
成約価格情報,福岡県,福岡市東区,奈多,2021-2Q,438000.0
成約価格情報,福岡県,福岡市東区,奈多,2021-2Q,779999.9999999999
成約価格情報,福岡県,福岡市東区,唐原,2021-2Q,660000.0
成約価格情報,福岡県,福岡市東区,千早,2021-2Q,1237500.0
成約価格情報,福岡県,福岡市東区,千早,2021-2Q,1048235.294117647
成約価格情報,福岡県,福岡市東区,千早,2021-2Q,1528421.0526315789
成約価格情報,福岡県,福岡市東区,千早,2021-2Q,1089000.0
成約価格情報,福岡県,福岡市東区,千早,2021-2Q,1540000.0
成約価格情報,福岡県,福岡市東区,千早,2021-2Q,1408000.0
成約価格情報,福岡県,福岡市東区,千早,2021-2Q,1227600.0
成約価格情報,福岡県,福岡市東区,千早,2021-2Q,1144000.0
成約価格情報,福岡県,福岡市東区,香住ヶ丘,2021-2Q,1237500.0
成約価格情報,福岡県,福岡市東区,唐原,2021-2Q,615999.9999999999
成約価格情報,福岡県,福岡市東区,香椎,2021-2Q,462000.0
成約価格情報,福岡県,福岡市東区,香椎,2021-2Q,382800.0
成約価格情報,福岡県,福岡市東区,香椎,2021-2Q,343200.0
成約価格情報,福岡県,福岡市東区,大岳,2021-2Q,572000.0
成約価格情報,福岡県,福岡市東区,青葉,2021-2Q,660000.0
不動産取引価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1475294.1176470588
不動産取引価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1596774.193548387
不動産取引価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1210000.0
不動産取引価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1087058.8235294118
不動産取引価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1281176.4705882352
不動産取引価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1231999.9999999998
不動産取引価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1122000.0
不動産取引価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1723333.3333333333
不動産取引価格情報,福岡県,福岡市東区,香椎照葉,2021-2Q,1514117.6470588234
不動産取引価格情報,福岡県,福岡市東区,和白丘,2021-2Q,895714.2857142857
不動産取引価格情報,福岡県,福岡市東区,水谷,2021-2Q,1838571.4285714286
不動産取引価格情報,福岡県,福岡市東区,水谷,2021-2Q,770000.0
